name_1,name_2,name_3,real_error,null_mean,null_std,z_score,ratio
dist_centroid__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,inradius,0.014726802123576944,0.34857686068640326,0.01845244772350859,18.092453834051415,0.04224836408985246
dist_centroid__steiner_focus_2,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,0.005842994248674087,0.13734745453411898,0.05377800782576299,2.4453204126026797,0.042541700306667186
circumradius,dist_circumcenter__steiner_focus_1,dist_incenter__steiner_focus_2,0.006421177878331233,0.15007391921471233,0.12043521563034858,1.1927802062255113,0.04278676742721956
dist_centroid__steiner_focus_2,dist_incenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,0.014191534195448689,0.33081235557727623,0.017102094857933788,18.513569478591965,0.042899045202480696
dist_circumcenter__steiner_focus_2,dist_incenter__orthocenter,dist_incenter__steiner_focus_2,0.004346973890387547,0.10124029302640851,0.014364001770172819,6.7455658030634735,0.042937191906918325
area,dist_circumcenter__steiner_focus_1,inradius,0.010350386928066857,0.23723833114751924,0.10981822207831252,2.066031847225283,0.043628644991735306
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_2,dist_incenter__steiner_focus_2,0.010424325571605659,0.23796706574754803,0.14211693098932202,1.601095229062038,0.04380574908069214
dist_centroid__circumcenter,dist_centroid__incenter,dist_circumcenter__orthocenter,0.008119678419077436,0.18457104344361275,0.06913457533962854,2.55228826036329,0.04399215753232729
dist_centroid__incenter,dist_centroid__orthocenter,dist_incenter__orthocenter,0.006827414990512503,0.15481907580815266,0.06895798672271407,2.146113421389856,0.0440993136980926
dist_circumcenter__incenter,perimeter,semiperimeter,0.006954065176301117,0.1573473023245985,0.05656578142317228,2.658731716675066,0.044195642845882906
dist_centroid__circumcenter,dist_orthocenter__steiner_focus_2,inradius,0.0058536597047563884,0.13165090716646405,0.0423915603264519,2.9675068927154227,0.044463496915785126
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_2,0.008738454230499473,0.19627659938067854,0.16430358879872467,1.141412348454039,0.04452112100001915
dist_centroid__circumcenter,dist_centroid__orthocenter,dist_centroid__steiner_focus_2,0.0048244849364669756,0.10747523104118943,0.07149277740149321,1.4358198105558349,0.04488927253031921
dist_centroid__orthocenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,0.004912938523413717,0.1080676740539711,0.023497695842926998,4.389993649594703,0.045461684693612454
dist_incenter__steiner_focus_2,perimeter,semiperimeter,0.014962999111970476,0.3286225486483418,0.05264786640118315,5.957687765468925,0.04553247844225792
dist_centroid__orthocenter,dist_centroid__steiner_focus_2,dist_circumcenter__orthocenter,0.005646528223265982,0.12337407378613584,0.007489628315511292,15.718743387979858,0.0457675429689873
dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,semiperimeter,0.019243830277642798,0.4192511076811252,0.22183196933559957,1.8031994153120892,0.04590048761965181
area,dist_centroid__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,0.014786650632962677,0.32051205936789473,0.06880249444955523,4.443522159782804,0.04613445953367406
dist_circumcenter__steiner_focus_1,dist_incenter__orthocenter,perimeter,0.005821532959401957,0.12519679964212005,0.019142567256923156,6.236115829215358,0.046499055695057995
dist_centroid__circumcenter,dist_steiner_focus_1__steiner_focus_2,inradius,0.012546501526537067,0.2693929990967888,0.214079121516378,1.1997736899840643,0.046573227844088474
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,0.005853908114310607,0.12557720741119363,0.03335089052370427,3.58980817054313,0.04661600807177055
dist_centroid__circumcenter,dist_centroid__steiner_focus_1,dist_centroid__steiner_focus_2,0.009794462230310878,0.20977596993751,0.06030674422653644,3.3160720292905874,0.04669010579824059
dist_incenter__steiner_focus_1,dist_incenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,0.013978356291863595,0.2988970390516057,0.05877122661846113,4.847928130025515,0.046766459568206624
